PrintISSN,EISSN,Title,Active or Inactive,Titles discontinued by Scopus due to quality issues,Source Type,Title history indication,Related title 1,Other related title 2,Other related title 3,Other related title 4,Publisher
16610199,,Schweizer Zeitschrift fur Gynakologie,Active,,Journal,,,,,,Rosenfluh Publikationen
14247860,14243997,Schweizerische Medizinische Wochenschrift,Active,,Journal,Incorporating,Schweizerische Medizinische Wochenschrift,Schweizerische medizinische Wochenschrift. Supplementum,,,Schwabe und Co. AG
367818,22351469,Schweizerische Zeitschrift fur Forstwesen,Active,,Journal,,,,,,Swiss Forestry Society
16613880,,Schweizerische Zeitschrift fur Religions- und Kulturgeschichte,Active,,Journal,,,,,,Academic Press Fribourg
0036794X,,Schweizerisches Archiv fur Volkskunde,Active,,Journal,,,,,,Schweizerische Gesellschaft für Volkskunde (Societe Suisse des Traditions Populaires)
,24134155,Sci,Active,,Journal,,,,,,Multidisciplinary Digital Publishing Institute (MDPI)
368075,10959203,Science,Active,,Journal,Incorporating,The Scientific monthly,,,,American Association for the Advancement of Science
,23752548,Science advances,Active,,Journal,,,,,,American Association for the Advancement of Science
9267220,,Science and Education,Active,,Journal,,,,,,Springer Netherlands
13533452,14715546,Science and Engineering Ethics,Active,,Journal,,,,,,Springer Netherlands
0334181X,21910359,Science and Engineering of Composite Materials,Active,,Journal,,,,,,Walter de Gruyter GmbH
8929882,15477800,Science and Global Security,Active,,Journal,,,,,,Taylor and Francis Ltd.
24099066,24134996,Science and Innovation,Active,,Journal,,,,,,Publishing House Akademperiodyka
13550306,18764452,Science and Justice,Active,,Journal,Formerly known as,Journal of the Forensic Science Society,,,,Forensic Science Society
24733938,24734446,Science and Medicine in Football,Active,,Journal,,,,,,Taylor and Francis Ltd.
3023427,14715430,Science and Public Policy,Active,,Journal,,,,,,Oxford University Press
368237,,Science and Society,Active,,Journal,,,,,,Guilford Publications
7651597,17784131,Science and Sports,Active,,Journal,,,,,,Elsevier Masson s.r.l.
22212701,25419595,Science and Technologies: Oil and Oil Products Pipeline Transportation,Active,,Journal,,,,,,"Pipeline Transport Institute, LLC"
25869000,25869027,Science and Technology Asia,Active,,Journal,,,,,,Thammasat University
,28047699,Science and Technology for Energy Transition (STET),Active,,Journal,Formerly known as,Oil and Gas Science and Technology,,,,Editions Technip
23744731,2374474X,Science and Technology for the Built Environment,Active,,Journal,Formerly known as,HVAC and R Research,,,,Taylor and Francis Ltd.
25804405,25804391,Science and Technology Indonesia,Active,,Journal,,,,,,"Magister Program of Material Sciences, Graduate School of Sriwijaya University"
0194262X,15411109,Science and Technology Libraries,Active,,Journal,,,,,,Routledge
14686996,,Science and Technology of Advanced Materials,Active,,Journal,,,,,,Taylor and Francis Ltd.
,20548923,Science and Technology of Archaeological Research,Active,,Journal,,,,,,Taylor and Francis Ltd.
10077561,,"Science and Technology of Cereals, Oils and Foods",Active,,Journal,,,,,,"Science and Technology of Cereals,Oils and Foods Magazine Agency"
10020306,,Science and Technology of Food Industry,Active,,Journal,,,,,,Editorial Department of Science and Technology of Food Science
16876075,16876083,Science and Technology of Nuclear Installations,Active,,Journal,,,,,,Hindawi Limited
13621718,17432936,Science and Technology of Welding and Joining,Active,,Journal,,,,,,SAGE Publications Inc.
22434690,,Science and Technology Studies,Active,,Journal,Formerly known as,Science Studies,,,,Finnish Society for Science and Technology Studies
9505431,,Science as Culture,Active,,Journal,,,,,,Taylor and Francis Ltd.
20959273,20959281,Science Bulletin,Active,,Journal,Formerly known as,Chinese Science Bulletin,,,,Elsevier B.V.
16747291,18691870,Science China Chemistry,Active,,Journal,Formerly known as,"Science in China, Series B: Chemistry",,,,Science China Press
16747313,18691897,Science China Earth Sciences,Active,,Journal,Formerly known as,"Science in China, Series D: Earth Sciences",,,,Science China Press
1674733X,18691919,Science China Information Sciences,Active,,Journal,Formerly known as,"Science in China, Series F: Information Sciences",,,,Science China Press
16747305,18691889,Science China Life Sciences,Active,,Journal,Formerly known as,"Science in China, Series C: Life Sciences",,,,Science China Press
20958226,21994501,Science China Materials,Active,,Journal,,,,,,Science China Press
16747283,18691862,Science China Mathematics,Active,,Journal,Formerly included in,"Science in China, Series A: Mathematics",,,,Science China Press
16747321,18691900,Science China Technological Sciences,Active,,Journal,Formerly known as,"Science in China, Series E: Technological Sciences",,,,Science China Press
16747348,18691927,"Science China: Physics, Mechanics and Astronomy",Active,,Journal,Formerly known as,"Science in China, Series G: Physics Astronomy",,,,Science China Press
10755470,15528545,Science Communication,Active,,Journal,,,,,,SAGE Publications Inc.
22888063,22887474,Science Editing,Active,,Journal,,,,,,Korean Council of Science Editors
368326,1098237X,Science Education,Active,,Journal,Formerly known as,General Science Quarterly,,,,Wiley-Liss Inc.
1450104X,20772327,Science Education International,Active,,Journal,,,,,,International Council of Associations for Science Education (ICASE)
17543770,17543789,Science Fiction Film and Television,Active,,Journal,,,,,,Liverpool University Press
11732946,,Science for Conservation,Active,,Book Series,,,,,,Department of Conservation
,24709468,Science immunology,Active,,Journal,,,,,,American Association for the Advancement of Science
2698897,14740664,Science in Context,Active,,Journal,,,,,,Cambridge University Press
14216329,22966080,Science Networks. Historical Studies,Active,,Book Series,,,,,,Springer Verlag
1676423,,Science of Computer Programming,Active,,Journal,,,,,,Elsevier B.V.
26350106,26350114,Science of Diabetes Self-Management and Care,Active,,Journal,Formerly known as,Diabetes Educator,,,,SAGE Publications Inc.
22322639,18557171,Science of Gymnastics Journal,Active,,Journal,,,,,,University of Ljubljana Press
,26660172,Science of Remote Sensing,Active,,Journal,,,,,,Elsevier B.V.
0350820X,,Science of Sintering,Active,,Journal,,,,,,International Institute for the Science of Sintering (IISS)
20962673,,Science of Soil and Water Conservation,Active,,Journal,,,,,,Editorial Board of Science of Soil and Water Conservation
25105469,25667297,Science of Synthesis,Active,,Book Series,,,,,,Georg Thieme Verlag
489697,18791026,Science of the Total Environment,Active,,Journal,,,,,,Elsevier B.V.
87556839,,Science of Tsunami Hazards,Active,,Journal,,,,,,Tsunami Society
368504,20477163,Science Progress,Active,,Journal,,,,,,SAGE Publications Ltd
,24709476,Science Robotics,Active,,Journal,,,,,,American Association for the Advancement of Science
19450877,19379145,Science Signaling,Active,,Journal,Formerly known as,Science's STKE : signal transduction knowledge environment,,,,American Association for the Advancement of Science
1622439,15528251,Science Technology and Human Values,Active,,Journal,,,,,,SAGE Publications Inc.
19466234,19466242,Science Translational Medicine,Active,,Journal,,,,,,American Association for the Advancement of Science
,26300087,"Science, Engineering and Health Studies",Active,,Journal,,,,,,Silpakorn University
9717218,9730796,"Science, Technology and Society",Active,,Journal,,,,,,Sage Publications India Pvt. Ltd
25208594,25208608,"Science: Philosophy, History and Education",Active,,Book Series,,,,,,Springer Nature
15131874,,ScienceAsia,Active,,Journal,,,,,,Science Society of Thailand under Royal Patronage
917729,,Science-Fiction Studies,Active,,Journal,,,,,,"S F - T H, Inc."
25194844,25194852,ScienceRise: Pharmaceutical Science,Active,,Journal,,,,,,Technology Center
7559593,,Sciences de l'Education pour l'Ere Nouvelle,Active,,Journal,,,,,,"Universite de Caen, Laboratoire de Psychopedagogie"
10051538,,Sciences of Conservation and Archaeology,Active,,Journal,,,,,,Shanghai Museum
,2799189X,SciEnggJ,Active,,Journal,,,,,,Philippine-American Academy of Science and Engineering
1039016,,Scientia Agricola,Active,,Journal,,,,,,Escola Superior de Agricultura Luiz de Queiroz
5781752,,Scientia Agricultura Sinica,Active,,Journal,,,,,,Editorial Department of Scientia Agricultura Sinica
12113174,18059430,Scientia Agriculturae Bohemica,Active,,Journal,,,,,,De Gruyter Open Ltd.
20779917,23066741,Scientia Agropecuaria,Active,,Journal,,,,,,Universidad Nacional de Trujillo
23007648,23535636,Scientia et Fides,Active,,Journal,,,,,,Nicolaus Copernicus University
14139324,,Scientia Forestalis/Forest Sciences,Active,,Journal,,,,,,University of Sao Paolo
5635020,,Scientia Geologica Sinica,Active,,Journal,,,,,,Science China Press
3044238,,Scientia Horticulturae,Active,,Journal,,,,,,Elsevier B.V.
10263098,,Scientia Iranica,Active,,Journal,,,,,,Sharif University of Technology
2148358,18868134,Scientia Marina,Active,,Journal,,,,,,CSIC Consejo Superior de Investigaciones Cientificas
18065562,19806108,Scientia Medica,Active,,Journal,,,,,,Faculdade de Medicina : Hospital Sao Lucas da PUCRS
5822351,,Scientia Paedagogica Experimentalis,Active,,Journal,,,,,,ICIWO vzw
368709,22180532,Scientia Pharmaceutica,Active,,Journal,,,,,,Multidisciplinary Digital Publishing Institute (MDPI)
16747224,20959435,Scientia Sinica Chimica,Active,,Journal,,,,,,Science China Press
16747267,20959486,Scientia Sinica Informationis,Active,,Journal,,,,,,Science China Press
16747216,20959427,Scientia Sinica Mathematica,Active,,Journal,,,,,,Science China Press
16747275,20959478,"Scientia Sinica: Physica, Mechanica et Astronomica",Active,,Journal,,,,,,Chinese Academy of Sciences
,24682276,Scientific African,Active,,Journal,,,,,,Elsevier B.V.
1476882,19348118,Scientific and Technical Information Processing,Active,,Journal,,,,,,Pleiades Publishing
22261494,25000373,"Scientific and Technical Journal of Information Technologies, Mechanics and Optics",Active,,Journal,,,,,,ITMO University
18438121,22482695,Scientific Annals of Computer Science,Active,,Journal,,,,,,Alexandru Ioan Cuza University of Iasi
25011960,25013165,Scientific Annals of Economics and Business,Active,,Journal,Formerly known as,Analele Stiintifice ale Universitatii Al I Cuza din Iasi - Sectiunea Stiinte Economice,,,,Alexandru Ioan Cuza University of Iasi
20893361,25410520,Scientific Contributions Oil and Gas,Active,,Journal,,,,,,Pusat Penelitian dan Pengembangan Teknologi Minyak dan Gas Bumi
24080071,24079529,Scientific Culture,Active,,Journal,,,,,,Henan University
,20524463,Scientific data,Active,,Journal,,,,,,Nature Publishing Group
18168957,18163459,Scientific Drilling,Active,,Journal,Formerly known as,JOIDES Journal,,,,IODP-MI
24158038,,Scientific Herald of Uzhhorod University. Series Physics,Active,,Journal,,,,,,Uzhhorod National University
26632144,27098877,Scientific Horizons,Active,,Journal,,,,,,Polissia National University
16580311,,Scientific Journal of King Faisal University Basic and Applied Sciences,Active,,Journal,,,,,,King Faisal University
1560652X,,Scientific Journal of Kurdistan University of Medical Sciences,Active,,Journal,,,,,,Kurdistan University of Medical Sciences
2093324,24501549,Scientific Journal of Silesian University of Technology. Series Transport,Active,,Journal,,,,,,"Faculty of Transport and Aviation Engineering, Silesian University of Technology"
25647024,,Scientific Mining Journal,Active,,Journal,Formerly known as,Madencilik,,,,Union of Chambers of Engineers and Architects of Turkey
13496476,,Scientific Online Letters on the Atmosphere,Active,,Journal,,,,,,Meteorological Society of Japan
1211555X,18048048,"Scientific Papers of the University of Pardubice, Series D: Faculty of Economics and Administration",Active,,Journal,,,,,,University of Pardubice
20452322,,Scientific Reports,Active,,Journal,,,,,,Nature Publishing Group
17329353,25437496,Scientific Review Engineering and Environmental Sciences,Active,,Journal,,,,,,Warsaw University of Life Sciences Press
10888438,1532799X,Scientific Studies of Reading,Active,,Journal,,,,,,Routledge
,20793537,Scientific Visualization,Active,,Journal,,,,,,"National Research Nuclear University ""MEPhI"""
,2090908X,Scientifica,Active,,Journal,,,,,,Hindawi Limited
1389130,15882861,Scientometrics,Active,,Journal,,,,,,Akademiai Kiado
17203929,2035603X,Scienze Regionali,Active,,Journal,,,,,,Societa Editrice Il Mulino
,25424653,SciPost Physics,Active,,Journal,,,,,,SciPost Foundation
,26669366,SciPost Physics Core,Active,,Journal,,,,,,"Institute of Economic Research, Nicolaus Copernicus University"
,25901990,SciPost Physics Lecture Notes,Active,,Journal,,,,,,SciPost Foundation
11353716,,Scire,Active,,Journal,,,,,,Facultad de Filosofia y Letras - Universidad de Zaragoza
,22394303,SCIRES-IT,Active,,Journal,,,,,,Caspur -Ciber Publishing
9733167,,SCMS Journal of Indian Management,Active,,Journal,,,,,,SCMS Group of Educational Institutions
11775653,11775661,Scope,Active,,Journal,,,,,,Otago Polytechnic
2504162,23131799,Scopus: Journal of East African Ornithology,Active,,Journal,,,,,,Nature Kenya: The East Africa Natural History Society
9660356,2053888X,Scottish Affairs,Active,,Journal,,,,,,Edinburgh University Press
14715767,17552028,Scottish Archaeological Journal,Active,,Journal,,,,,,Edinburgh University Press
14702541,1751665X,Scottish Geographical Journal,Active,,Journal,Formerly known as,Scottish Geographical Magazine,,,,Taylor and Francis Ltd.
369241,,Scottish Historical Review,Active,,Journal,,,,,,Edinburgh University Press
369276,20414951,Scottish Journal of Geology,Active,,Journal,,,,,,Geological Society of London
369292,14679485,Scottish Journal of Political Economy,Active,,Journal,,,,,,Wiley-Blackwell Publishing Ltd
369306,14753065,Scottish Journal of Theology,Active,,Journal,,,,,,Cambridge University Press
17565634,,Scottish Literary Review,Active,,Journal,Formerly known as,Scottish Studies Review,,,,Association for Scottish Literary Studies
369330,20456441,Scottish Medical Journal,Active,,Journal,Formerly known as,Edinburgh medical journal,Glasgow medical journal,,,SAGE Publications Inc.
369543,14602474,Screen,Active,,Journal,,,,,,Oxford University Press
0190731X,21650624,Scriblerian and the Kit-Cats,Active,,Journal,,,,,,Penn State University Press
18177530,18177565,Scrinium,Active,,Journal,,,,,,Brill Academic Publishers
18349013,,Script and Print,Active,,Journal,,,,,,Australian and New Zealand Student Services Association
,23404841,SCRIPTA,Active,,Journal,,,,,,Universitat de Valencia
1312238X,26033364,Scripta and E-Scripta,Active,,Journal,,,,,,"Institute for Literature, Bulgarian Academy of Sciences"
3344509,,Scripta Classica Israelica,Active,,Book Series,,,,,,Israel Society for the Promotion of Classical Studies
17335760,20843925,Scripta Judaica Cracoviensia,Active,,Journal,,,,,,Jagiellonian University Press
13596462,,Scripta Materialia,Active,,Journal,Incorporating,Scripta Metallurgica et Materialia,Nanostructured Materials,,,Acta Materialia Inc
18518753,23624868,Scripta Mediaevalia,Active,,Journal,,,,,,Editorial de la Facultad de Filosofia y Letras de la Universidad Nacional de Cuyo
3508218,23037954,Scripta Medica (Banja Luka),Active,,Journal,,,,,,"Faculty of Medicine, University of Banja Luka"
11389788,,Scripta Nova,Active,,Journal,,,,,,Universitat de Barcelona
369764,,Scripta Theologica,Active,,Journal,,,,,,Universidad de Navarra
369772,,Scriptorium,Active,,Journal,,,,,,Centre d'Etude des Manuscrits
15710734,,SCROLL: Scottish Cultural Review of Language and Literature,Active,,Book Series,,,,,,Brill Academic Publishers
18125441,17535409,Scrutiny2,Active,,Journal,,,,,,Taylor and Francis Ltd.
13662724,,Sculpture Journal,Active,,Journal,,,,,,Liverpool University Press
7475284,26323494,Sculpture Review,Active,,Journal,,,,,,National Sculpture Society
19302983,19302991,SDHM Structural Durability and Health Monitoring,Active,,Journal,,,,,,Tech Science Press
933651,,Sea Technology,Active,,Trade Journal,Formerly known as,Undersea Technology,,,,Compass Publications Inc.
13504789,,Sealing Technology,Active,,Trade Journal,,,,,,MA Healthcare Ltd
,26727080,SEARCH Journal of Media and Communication Research,Active,,Journal,,,,,,Taylor's University
22187332,26583348,Sechenov Medical Journal,Active,,Journal,,,,,,I.M. Sechenov First Moscow State Medical University
21937648,,Second Language Learning and Teaching,Active,,Book Series,,,,,,Springer Science + Business Media
2676583,14770326,Second Language Research,Active,,Journal,,,,,,SAGE Publications Ltd
1860348,,"Secuencia (Mexico City, Mexico)",Active,,Journal,,,,,,Instituto Mora
,20536712,Secularism and Nonreligion,Active,,Journal,,,,,,Ubiquity Press
18747337,18750230,Security and Human Rights,Active,,Journal,Formerly known as,Helsinki Monitor,,,,The Security and Human Rights Monitor
9670106,,Security Dialogue,Active,,Journal,,,,,,SAGE Publications Ltd
9551662,17434645,Security Journal,Active,,Journal,,,,,,Palgrave Macmillan Ltd.
9636412,15561852,Security Studies,Active,,Journal,,,,,,Routledge
370738,,Sedimentary Geology,Active,,Journal,,,,,,Elsevier B.V.
370746,13653091,Sedimentology,Active,,Journal,,,,,,John Wiley and Sons Inc.
2510952,,Seed Science and Technology,Active,,Journal,,,,,,International Seed Testing Association
9602585,14752735,Seed Science Research,Active,,Journal,,,,,,Cambridge University Press
370894,1988320X,Sefarad,Active,,Journal,,,,,,CSIC Consejo Superior de Investigaciones Cientificas
,23396806,Segle XX,Active,,Journal,,,,,,Universitat de Barcelona
9193758,24358630,Seibutsu-kogaku Kaishi,Active,,Journal,Formerly known as,HAKKOKOGAKU,,,,"Society for Biotechnology, Japan"
18282148,19718330,Seicento e Settecento,Active,,Journal,,,,,,Fabrizio Serra Editore Srl
8950695,19382057,Seismological Research Letters,Active,,Journal,Formerly known as,"Earthquake Notes - Seismological Society of America, Eastern Section,",,,,Seismological Society of America
10591311,15322688,Seizure,Active,,Journal,,,,,,W.B. Saunders Ltd
17316677,17319544,Seksuologia Polska,Active,,Journal,,,,,,Via Medica
393657,15229270,SEL - Studies in English Literature,Active,,Journal,,,,,,Johns Hopkins University Press
10221824,,"Selecta Mathematica, New Series",Active,,Journal,,,,,,Birkhauser Verlag Basel
9210717,,Selected Works of Juan Luis Vives,Active,,Book Series,,,,,,Brill Academic Publishers
15298868,,Self and Identity,Active,,Journal,,,,,,Taylor and Francis Ltd.
1316397,23134836,Sel'skokhozyaistvennaya Biologiya,Active,,Journal,,,,,,Russian Academy of Agricultural Sciences
22543902,22817875,SeMA Journal,Active,,Journal,,,,,,Springer Nature
21993041,2199305X,SEMA SIMAI Springer Series,Active,,Book Series,,,,,,Springer International Publishing AG
15700844,22104968,Semantic Web,Active,,Journal,,,,,,IOS Press BV
11383593,15788865,Semergen,Active,,Journal,,,,,,"Ediciones Doyma, S.L."
15608034,16056582,"Semiconductor Physics, Quantum Electronics and Optoelectronics",Active,,Journal,,,,,,National Academy of Sciences of Ukraine - Institute of Semiconductor Physics
2681242,13616641,Semiconductor Science and Technology,Active,,Journal,,,,,,IOP Publishing Ltd.
10637826,10906479,Semiconductors,Active,,Journal,Formerly known as,Soviet physics. Semiconductors,,,,Pleiades Publishing
808784,,Semiconductors and Semimetals,Active,,Book Series,,,,,,Academic Press Inc.
371912,14322137,Semigroup Forum,Active,,Journal,,,,,,Springer New York
1676546X,16790359,Semina:Ciencias Agrarias,Active,,Journal,,,,,,Universidade Estadual de Londrina
371939,1911026X,Seminar - A Journal of Germanic Studies,Active,,Journal,,,,,,University of Toronto Press
490172,1532866X,Seminars in Arthritis and Rheumatism,Active,,Journal,,,,,,W.B. Saunders
10454527,15584437,Seminars in Arthroplasty JSES,Active,,Journal,,,,,,W.B. Saunders
1044579X,10963650,Seminars in Cancer Biology,Active,,Journal,,,,,,Academic Press
10892532,19405596,Seminars in Cardiothoracic and Vascular Anesthesia,Active,,Journal,,,,,,SAGE Publications Inc.
10849521,10963634,Seminars in Cell and Developmental Biology,Active,,Journal,Formerly known as,Seminars in Cell Biology,Seminars in Developmental Biology,,,Elsevier Ltd
10431489,15584585,Seminars in Colon and Rectal Surgery,Active,,Journal,,,,,,W.B. Saunders
7402570,19301111,Seminars in Diagnostic Pathology,Active,,Journal,,,,,,W.B. Saunders
8940959,1525139X,Seminars in Dialysis,Active,,Journal,,,,,,Wiley-Blackwell Publishing Ltd
1744165X,18780946,Seminars in Fetal and Neonatal Medicine,Active,,Journal,Formerly known as,Seminars in Neonatology,,,,W.B. Saunders Ltd
7340451,10988955,Seminars in Hearing,Active,,Journal,,,,,,"Thieme Medical Publishers, Inc."
371963,15328686,Seminars in Hematology,Active,,Journal,,,,,,W.B. Saunders
10445323,10963618,Seminars in Immunology,Active,,Journal,,,,,,Academic Press
18632297,18632300,Seminars in Immunopathology,Active,,Journal,Formerly known as,Springer Seminars in Immunopathology,,,,Springer Verlag
7399529,10988963,Seminars in Interventional Radiology,Active,,Journal,,,,,,"Thieme Medical Publishers, Inc."
2728087,10988971,Seminars in Liver Disease,Active,,Journal,,,,,,"Thieme Medical Publishers, Inc."
10897860,1098898X,Seminars in Musculoskeletal Radiology,Active,,Journal,,,,,,"Thieme Medical Publishers, Inc."
2709295,15584488,Seminars in Nephrology,Active,,Journal,,,,,,W.B. Saunders
2718235,10989021,Seminars in Neurology,Active,,Journal,,,,,,"Thieme Medical Publishers, Inc."
12998,15584623,Seminars in Nuclear Medicine,Active,,Journal,,,,,,W.B. Saunders
937754,15328708,Seminars in Oncology,Active,,Journal,,,,,,W.B. Saunders
7492081,18783449,Seminars in Oncology Nursing,Active,,Journal,,,,,,Elsevier Inc.
8820538,17445205,Seminars in Ophthalmology,Active,,Journal,,,,,,Taylor and Francis Ltd.
10738746,,Seminars in Orthodontics,Active,,Journal,,,,,,W.B. Saunders
10719091,15580776,Seminars in Pediatric Neurology,Active,,Journal,,,,,,W.B. Saunders
10558586,15329453,Seminars in Pediatric Surgery,Active,,Journal,,,,,,W.B. Saunders
1460005,1558075X,Seminars in Perinatology,Active,,Journal,,,,,,W.B. Saunders
15352188,15360067,Seminars in Plastic Surgery,Active,,Journal,,,,,,"Thieme Medical Publishers, Inc."
10534296,15329461,Seminars in Radiation Oncology,Active,,Journal,,,,,,W.B. Saunders
15268004,15264564,Seminars in Reproductive Medicine,Active,,Journal,Formerly known as,Seminars in Reproductive Endocrinology,,,,"Thieme Medical Publishers, Inc."
10693424,10989048,Seminars in Respiratory and Critical Care Medicine,Active,,Journal,Formerly known as,Seminars in Respiratory Medicine,,,,"Thieme Medical Publishers, Inc."
0037198X,15584658,Seminars in Roentgenology,Active,,Journal,,,,,,W.B. Saunders
7340478,10989056,Seminars in Speech and Language,Active,,Journal,,,,,,"Thieme Medical Publishers, Inc."
10407383,15584496,Seminars in Spine Surgery,Active,,Journal,,,,,,W.B. Saunders
10430679,15329488,Seminars in Thoracic and Cardiovascular Surgery,Active,,Journal,,,,,,W.B. Saunders
10929126,18764665,Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,Active,,Journal,,,,,,W.B. Saunders
946176,10989064,Seminars in Thrombosis and Hemostasis,Active,,Journal,,,,,,"Thieme Medical Publishers, Inc."
8872171,15585034,"Seminars in Ultrasound, CT and MRI",Active,,Journal,Formerly known as,Seminars in Ultrasound,,,,W.B. Saunders
8957967,15584518,Seminars in Vascular Surgery,Active,,Journal,,,,,,W.B. Saunders
371998,16133692,Semiotica,Active,,Journal,,,,,,De Gruyter Mouton
20315937,22959041,Semitica et Classica,Active,,Journal,,,,,,Brepols Publishers
11305509,,Sendebar,Active,,Journal,,,,,,Universidad de Granada
17458927,17458935,Senses and Society,Active,,Journal,,,,,,Taylor and Francis Ltd.
,22141804,Sensing and Bio-Sensing Research,Active,,Journal,,,,,,Elsevier B.V.
15572064,,Sensing and Imaging,Active,,Journal,Formerly known as,Subsurface Sensing Technologies and Applications,,,,Springer Science and Business Media Deutschland GmbH
2602288,,Sensor Review,Active,,Journal,,,,,,Emerald Group Publishing Ltd.
14248220,14248220,Sensors,Active,,Journal,,,,,,Multidisciplinary Digital Publishing Institute (MDPI)
9244247,,Sensors and Actuators A: Physical,Active,,Journal,Formerly part of,Sensors and Actuators,,,,Elsevier B.V.
9254005,19448201,Sensors and Actuators B: Chemical,Active,,Journal,Formerly part of,Sensors and Actuators,,,,Elsevier B.V.
,26660539,Sensors and Actuators Reports,Active,,Journal,,,,,,Elsevier B.V.
,26350998,Sensors and Diagnostics,Active,,Journal,,,,,,Royal Society of Chemistry
9144935,,Sensors and Materials,Active,,Journal,,,,,,M Y U Scientific Publishing Division
,26663511,Sensors International,Active,,Journal,,,,,,KeAi Communications Co.
20756461,23088915,Sententiae,Active,,Journal,,,,,,Vinnytsia National Technical University
12250279,,Seoul Journal of Economics,Active,,Journal,,,,,,Seoul National University
12250201,,Seoul Journal of Korean Studies,Active,,Journal,,,,,,"Kyujanggak Institute for Korean Studies, Seoul National University"
15422119,,Separation and Purification Reviews,Active,,Journal,Formerly known as,Separation and Purification Methods,,,,Taylor and Francis Ltd.
13835866,18733794,Separation and Purification Technology,Active,,Journal,Formerly known as,Separations Technology,Gas Separation and Purification,,,Elsevier B.V.
1496395,15205754,Separation Science and Technology,Active,,Journal,Formerly known as,Sep Sci,,,,Taylor and Francis Ltd.
18771718,,Separation Science and Technology (New York),Active,,Book Series,,,,,,Elsevier Inc.
,25731815,Separation Science Plus,Active,,Journal,,,,,,John Wiley and Sons Inc.
,22978739,Separations,Active,,Journal,,,,,,Multidisciplinary Digital Publishing Institute (MDPI)
1060071X,,SEPM Special Publications,Active,,Book Series,,,,,,SEPM Society for Sedimentary Geology
15723755,,Septuagint Commentary Series,Active,,Book Series,,,,,,Brill Academic Publishers
7474946,15324176,Sequential Analysis,Active,,Journal,Formerly known as,Communications in Statistics. Part C: Sequential Analysis,,,,Taylor and Francis Ltd.
13945130,,Serangga,Active,,Journal,,,,,,Universiti Kebangsaan Malaysia Press
1450698X,,Serbian Astronomical Journal,Active,,Journal,,,,,,Astronomical Observatory
14514869,22177183,Serbian Journal of Electrical Engineering,Active,,Journal,,,,,,University of Kragujevac Faculty of Technical Sciences in Cacak
18208665,2335075X,Serbian Journal of Experimental and Clinical Research,Active,,Journal,Formerly known as,Medicus,,,,"University of Kragujevac, Faculty of Science"
14524864,22177159,Serbian Journal of Management,Active,,Journal,,,,,,University of Belgrade
7423330,19419511,Serbian Studies,Active,,Journal,,,,,,Slavica Publishers
0361526X,15411095,Serials Librarian,Active,,Journal,,,,,,Routledge
987913,,Serials Review,Active,,Journal,,,,,,Taylor and Francis Ltd.
15144186,16669479,Serie Correlacion Geologica,Active,,Journal,,,,,,Instituto Superior de Correlacion Geologica
18694187,18694195,SERIEs,Active,,Journal,,,,,,Springer Verlag
17934702,,"Series on Analysis, Applications and Computation",Active,,Book Series,,,,,,World Scientific
13132458,,Series on Biomechanics,Active,,Journal,,,,,,Bulgarska Akademiya na Naukite
22511644,,Series on Chinese Economics Research,Active,,Book Series,,,,,,World Scientific
17931142,,Series on Concrete and Applicable Mathematics,Active,,Book Series,,,,,,World Scientific
17930847,,Series on Contemporary China,Active,,Book Series,,,,,,World Scientific
2199769,,Series on Knots and Everything,Active,,Book Series,,,,,,World Scientific
17933161,,Series on Number Theory and Its Applications,Active,,Book Series,,,,,,World Scientific
,2421454X,SERIES: International Journal of TV Serial Narratives,Active,,Journal,,,,,,University of Bologna
18628516,18628508,Service Business,Active,,Journal,,,,,,Springer Verlag
2642069,17439507,Service Industries Journal,Active,,Journal,Formerly known as,Service Industries Review,,,,Taylor and Francis Ltd.
18632386,18632394,Service Oriented Computing and Applications,Active,,Journal,,,,,,Springer London
21643962,21643970,Service Science,Active,,Journal,,,,,,INFORMS Institute for Operations Research and the Management Sciences
15332969,15332977,Services Marketing Quarterly,Active,,Journal,Formerly known as,Journal of Professional Services Marketing,,,,Taylor and Francis Ltd.
18028918,,"Sesit pro Umeni, Teorii a Pribuzne Zony",Active,,Journal,,,,,,Academy of Fine Arts in Prague
2201473X,18380743,Settler Colonial Studies,Active,,Journal,,,,,,Taylor and Francis Ltd.
18770533,18770541,Set-Valued and Variational Analysis,Active,,Journal,Formerly known as,Set-Valued Analysis,,,,Springer Verlag
0268117X,20504616,Seventeenth Century,Active,,Journal,,,,,,Taylor and Francis Ltd.
2220802X,,Sever i Rynok: Formirovanie Ekonomiceskogo Poradka,Active,,Journal,,,,,,Kola Science Centre of the Russian Academy of Sciences
373052,1934421X,Sewanee Review,Active,,Journal,,,,,,Johns Hopkins University Press
14681811,14720825,Sex Education,Active,,Journal,,,,,,Routledge
3600025,15732762,Sex Roles,Active,,Journal,,,,,,Springer New York
11581360,,Sexologies,Active,,Journal,,,,,,Elsevier Masson s.r.l.
10790632,1573286X,Sexual Abuse,Active,,Journal,Formerly known as,Annals of Sex Research,,,,SAGE Publications Inc.
14681994,14681749,Sexual and Relationship Therapy,Active,,Journal,Formerly known as,Sexual and Marital Therapy,,,,Routledge
,26410397,Sexual and Reproductive Health Matters,Active,,Journal,Formerly known as,Reproductive Health Matters,,,,Taylor and Francis Ltd.
