PrintISSN,EISSN,Title,Active or Inactive,Titles discontinued by Scopus due to quality issues,Source Type,Title history indication,Related title 1,Other related title 2,Other related title 3,Other related title 4,Publisher
10775463,17412986,JVC/Journal of Vibration and Control,Active,,Journal,Incorporating,Modal analysis,,,,SAGE Publications Inc.
,26663503,JVS-Vascular Science,Active,,Journal,,,,,,Elsevier Inc.
27579395,27579476,Kadim,Active,,Journal,,,,,,Burhan CAGLAR
227498,16130723,Kadmos,Active,,Journal,,,,,,Walter de Gruyter GmbH
13006045,13092251,Kafkas Universitesi Veteriner Fakultesi Dergisi,Active,,Journal,,,,,,Kafkas University
0386216X,,Kagaku Kogaku Ronbunshu,Active,,Journal,,,,,,"Society of Chemical Engineers, Japan"
18549373,25361597,Kairos,Active,,Journal,,,,,,Slovenian Umbrella Association for Psychotherapy
1274082,21804273,Kajian Malaysia,Active,,Journal,,,,,,Penerbit Universiti Sains Malaysia
227854,,Kaku igaku. The Japanese journal of nuclear medicine,Active,,Journal,,,,,,Japanese Society of Nuclear Medicine
,23401869,Kamchatka,Active,,Journal,,,,,,"Universitat de Valencia, Faculty of Philology, Translation and Communication"
0449749X,,Kang T'ieh/Iron and Steel (Peking),Active,,Journal,,,,,,Chinese Society for Metals
18684599,18684602,Kant Yearbook,Active,,Journal,,,,,,Walter de Gruyter GmbH
2076918,23103701,Kantian Journal,Active,,Journal,,,,,,Immanuel Kant Baltic Federal University
13694154,,Kantian Review,Active,,Journal,,,,,,Cambridge University Press
228877,16131134,Kant-Studien,Active,,Journal,,,,,,Walter de Gruyter GmbH
4514203,18813593,Kanzo/Acta Hepatologica Japonica,Active,,Journal,,,,,,Japan Society of Hepatology
2510790,,Kao Teng Hsueh Hsiao Hua Heush Hsueh Pao/ Chemical Journal of Chinese Universities,Active,,Journal,,,,,,Higher Education Press Limited Company
1607551X,,Kaohsiung Journal of Medical Sciences,Active,,Journal,Formerly known as,Gaoxiong yi xue ke xue za zhi = The Kaohsiung journal of medical sciences,,,,Elsevier (Singapore) Pte Ltd
228958,21631611,Kappa Delta Pi Record,Active,,Journal,,,,,,Taylor and Francis Ltd.
26046199,26043521,Karanos,Active,,Journal,,,,,,Universitat Autonoma de Barcelona
2405609X,24056103,Karbala International Journal of Modern Science,Active,,Journal,,,,,,University of Kerbala
17315530,,Kardiochirurgia i Torakochirurgia Polska,Active,,Journal,,,,,,Termedia Publishing House Ltd.
229032,18974279,Kardiologia Polska,Active,,Journal,,,,,,Via Medica
27317129,27317137,Kardiologie,Active,,Journal,Formerly known as,Kardiologe,,,,Springer Medizin
2072912X,24142131,Kardiologija v Belarusi,Active,,Journal,,,,,,Professionalnye Izdaniya
229040,24125660,Kardiologiya,Active,,Journal,,,,,,Limited Liability Company KlinMed Consulting
19966385,23094737,Kardiologiya i Serdechno-Sosudistaya Khirurgiya,Active,,Journal,,,,,,Media Sphera Publishing Group
4533402,,Karstenia,Active,,Journal,,,,,,Finnish Mycological Society
13365274,27298094,Kartograficke Listy,Active,,Journal,,,,,,Cartographic Society of the Slovak Republic
1333896X,,Kartografija i Geoinformacije,Active,,Journal,,,,,,Croatian Cartographic Society
,24523151,Kasetsart Journal of Social Sciences,Active,,Journal,Formerly known as,Kasetsart Journal - Social Sciences,,,,Kasetsart University
18122027,18122078,Kathmandu University Medical Journal,Active,,Journal,,,,,,Kathmandu University
18143326,27131785,Kavkazskij Entomologiceskij Bulleten,Active,,Journal,,,,,,Southern Scientific Centre of the Russian Academy of Sciences
26636794,27894525,Kazakhstan Archeology,Active,,Journal,,,,,,Margulan Institute of Archaeology
3684814,25879359,Kazan Medical Journal,Active,,Journal,,,,,,Eco-Vector LLC
4534387,,Keats-Shelley Journal,Active,,Journal,,,,,,Routledge
9524142,20421362,Keats-Shelley Review,Active,,Journal,,,,,,Maney Publishing
17394341,,KEDI Journal of Educational Policy,Active,,Journal,,,,,,Korean Educational Development Institute (KEDI)
1311441,,Keel ja Kirjandus,Active,,Journal,,,,,,Foundation Kultuurileht
3685306,,Keikinzoku Yosetsu/Journal of Light Metal Welding and Construction,Active,,Journal,,,,,,Keikinzoku Gakkai/Japan Institute of Light Metals
4515994,,Keikinzoku/Journal of Japan Institute of Light Metals,Active,,Journal,,,,,,Keikinzoku Gakkai/Japan Institute of Light Metals
229717,18801293,Keio Journal of Medicine,Active,,Journal,,,,,,Keio University School of Medicine
13949330,21804257,Kemanusiaan,Active,,Journal,,,,,,Universiti Sains Malaysia
18581196,23553596,Kemas,Active,,Journal,,,,,,Universitas Negeri Semarang (UNNES)
10546863,10863249,Kennedy Institute of Ethics Journal,Active,,Journal,,,,,,Johns Hopkins University Press
0163075X,,Kenyon Review,Active,,Journal,,,,,,The Kenyon Review
17947111,,Kepes,Active,,Journal,,,,,,"Departamento de Diseno Visual, Universidad de Caldas"
230561,,Keramische Zeitschrift,Active,,Journal,,,,,,DVS Verlag
15800261,15811263,Keria,Active,,Journal,,,,,,Ljubljana University Press
9323902,21958580,Kerntechnik,Active,,Journal,Formerly known as,"Atomkernenergie, Kerntechnik",,,,Walter de Gruyter GmbH
,1825263X,Kervan,Active,,Journal,,,,,,"Universita degli Studi di Torino, Facolta di Lingue e Letterature Straniere"
230707,,Kerygma und Dogma,Active,,Journal,,,,,,Vandenhoeck and Ruprecht GmbH and Co. KG
19077505,24600601,Kesmas,Active,,Journal,,,,,,"Universitas Indonesia, Faculty of public health"
755974,1874933X,Kew Bulletin,Active,,Journal,,,,,,Springer London
0023074X,20959419,Kexue Tongbao/Chinese Science Bulletin,Active,,Journal,,,,,,Science China Press
10139826,16629795,Key Engineering Materials,Active,,Book Series,Formerly known as,"Mechanical and corrosion properties. Series A, Key engineering materials",,,,Trans Tech Publications
9483276,,KGK Kautschuk Gummi Kunststoffe,Active,,Journal,Formerly known as,Kautschuk und Gummi Kunststoffe,,,,Huthig GmbH
,24234788,Khayyam Journal of Mathematics,Active,,Journal,,,,,,Department of Mathematics at Ferdowsi University of Mashhad
10295151,10295143,Khimiya Rastitel'nogo Syr'ya,Active,,Journal,,,,,,Altai State University
23052643,23052651,Khyber Medical University Journal,Active,,Journal,,,,,,Khyber Medical University
9331875,16101987,KI - Kunstliche Intelligenz,Active,,Journal,,,,,,Springer International Publishing
14204096,14230143,Kidney and Blood Pressure Research,Active,,Journal,Formerly known as,Renal Physiology and Biochemistry,,,,S. Karger AG
24684562,24684570,Kidney Cancer,Active,,Journal,,,,,,IOS Press BV
852538,15231755,Kidney International,Active,,Journal,,,,,,Elsevier B.V.
24680249,,Kidney International Reports,Active,,Journal,,,,,,Elsevier Inc.
21571724,21571716,Kidney International Supplements,Active,,Journal,,,,,,Elsevier B.V.
,25900595,Kidney Medicine,Active,,Journal,,,,,,Elsevier Inc.
22119132,22119140,Kidney Research and Clinical Practice,Active,,Journal,,,,,,The Korean Society of Nephrology
,26417650,Kidney360,Active,,Journal,,,,,,Lippincott Williams and Wilkins
14305372,16129792,Kierkegaard Studies,Active,,Book Series,,,,,,Walter de Gruyter GmbH
8845913,19348401,Kinematics and Physics of Celestial Bodies,Active,,Journal,,,,,,Allerton Press Inc.
13311441,,Kinesiology,Active,,Journal,,,,,,University of Zagreb
21630453,21616035,Kinesiology Review,Active,,Journal,,,,,,Human Kinetics Publishers Inc.
17790123,22131566,Kinesitherapie,Active,,Journal,,,,,,Elsevier Masson s.r.l.
19375093,19375077,Kinetic and Related Models,Active,,Journal,,,,,,American Institute of Mathematical Sciences
231584,16083210,Kinetics and Catalysis,Active,,Journal,,,,,,Maik Nauka Publishing / Springer SBM
9615768,17578442,King's Law Journal,Active,,Journal,,,,,,Taylor and Francis Ltd.
2885867,,"Kinoshi Kenkyu Kaishi/Annals of the High Performance Paper Society, Japan",Active,,Journal,,,,,,High Performance Paper Society
9329951,2196808X,Kirchliche Zeitgeschichte,Active,,Journal,,,,,,Vandenhoeck and Ruprecht GmbH and Co. KG
12199672,20644507,Kitaibelia,Active,,Journal,,,,,,University of Debrecen
232076,,Kleintierpraxis,Active,,Journal,,,,,,Verlag M. und H. Schaper GmbH
1301143X,13091484,Klimik Dergisi,Active,,Journal,,,,,,DOC Design and Informatics Co. Ltd.
16844386,26869586,Kliniceskaa Mikrobiologia i Antimikrobnaa Himioterapia,Active,,Journal,,,,,,Interregional Association for Clinical Microbiology and Antimicrobial Chemotherapy
8692084,24121320,Klinichescheskaya Laboratornaya Diagnostika,Active,,Journal,Formerly known as,Laboratornoe delo,,,,Joint Stock Company “ECOLab”
19972849,23094877,Klinicheskaya Dermatologiya i Venerologiya,Active,,Journal,,,,,,Media Sphera Publishing Group
19976933,25002139,Klinicheskaya Onkogematologiya/Clinical Oncohematology,Active,,Journal,,,,,,Practical Medicine Publishing House LLC
12127973,18035353,Klinicka Farmakologie a Farmacie,Active,,Journal,,,,,,SOLEN s.r.o.
1211264X,,Klinicka Mikrobiologie a Infekcni Lekarstvi,Active,,Journal,,,,,,Trios spol. s.r.o.
0862495X,18025307,Klinicka Onkologie,Active,,Journal,,,,,,Czech Medical Association J.E. Purkyne
13020099,21467153,Klinik Psikiyatri Dergisi,Active,,Journal,,,,,,ANP Publishing
232157,,Klinika Oczna,Active,,Journal,,,,,,Oftal Sp. z.o.o.
232165,14393999,Klinische Monatsblatter fur Augenheilkunde,Active,,Journal,Formerly known as,Aktuelle Augenheilkunde,Klinische Monatsblätter für Augenheilkunde und für augenärztliche Fortbildung,,,Ferdinand Enke Verlag
14340275,14394081,Klinische Neurophysiologie,Active,,Journal,Formerly known as,EEG-EMG Zeitschrift fur Elektroenzephalographie Elektromyographie und Verwandte Gebiete,,,,Georg Thieme Verlag
3008630,14393824,Klinische Padiatrie,Active,,Journal,Formerly known as,Archiv fur Kinderheilkunde,,,,Georg Thieme Verlag
756334,21927669,Klio,Active,,Journal,,,,,,Walter de Gruyter GmbH
25244957,25244965,KN - Journal of Cartography and Geographic Information,Active,,Journal,,,,,,Springer International Publishing AG
9680160,18735800,Knee,Active,,Journal,,,,,,Elsevier B.V.
22340726,22342451,Knee Surgery and Related Research,Active,,Journal,,,,,,BioMed Central Ltd
9422056,14337347,"Knee Surgery, Sports Traumatology, Arthroscopy",Active,,Journal,,,,,,John Wiley and Sons Inc.
12108510,25712322,Knihy a Dejiny,Active,,Journal,,,,,,Library of the Czech Academy of Sciences (LCAS)
4550463,24596329,Knjizevna Smotra,Active,,Journal,,,,,,Croatian Philological Society
2473599X,24736007,Know,Active,,Journal,,,,,,University of Chicago Press
2191377,2193116,Knowledge and Information Systems,Active,,Journal,,,,,,Springer London
19619502,,Knowledge and Management of Aquatic Ecosystems,Active,,Journal,,,,,,EDP Sciences
25435507,26163829,Knowledge and Performance Management,Active,,Journal,,,,,,LLC CPC Business Perspectives
10924604,10991441,Knowledge and Process Management,Active,,Journal,,,,,,John Wiley and Sons Ltd
18779220,25430580,Knowledge and Space,Active,,Book Series,,,,,,Springer Nature
23275731,23756527,Knowledge Cultures,Active,,Journal,,,,,,Addleton Academic Publishers
2698889,14698005,Knowledge Engineering Review,Active,,Journal,,,,,,Cambridge University Press
20737904,,Knowledge Management and E-Learning,Active,,Journal,,,,,,University of Hong Kong
21998663,21998671,Knowledge Management and Organizational Learning,Active,,Book Series,,,,,,Springer Nature
14778238,14778246,Knowledge Management Research and Practice,Active,,Journal,,,,,,Taylor and Francis Ltd.
9437444,,Knowledge Organization,Active,,Journal,,,,,,International Society for Knowledge Organization
9507051,,Knowledge-Based Systems,Active,,Journal,,,,,,Elsevier B.V.
2042061,23450053,Knygotyra,Active,,Journal,,,,,,Vilnius University Press
232513,18830498,Kobe Journal of Medical Sciences,Active,,Journal,,,,,,Kobe University School of Medicine
3865991,18815472,Kodai Mathematical Journal,Active,,Journal,,,,,,Tokyo Institute of Technology
756458,20710771,Koedoe,Active,,Journal,,,,,,AOSIS (Pty) Ltd
0023270X,23048557,Koers,Active,,Journal,,,,,,Koers Association
232653,1861891X,Kolner Zeitschrift fur Soziologie und Sozialpsychologie,Active,,Journal,,,,,,Forschungsinstitut fur Soziologie
20737556,26867303,Koloproktologia,Active,,Journal,,,,,,Association of Coloproctologists of Russia
,20637330,KOME,Active,,Journal,,,,,,"University of Public Service, Ludovika University Press"
,22174257,Komunikacija i Kultura Online,Active,,Journal,,,,,,FOKUS – Forum za interkulturnu komunikaciju
2884534,21875537,KONA Powder and Particle Journal,Active,,Journal,,,,,,Hosokawa Powder Technology Foundation
1606867X,26870711,Kondensirovannye Sredy Mezhfaznye Granitsy,Active,,Journal,,,,,,Voronezh State University
2581825,,Kongqi Donglixue Xuebao/Acta Aerodynamica Sinica,Active,,Journal,,,,,,Zhongguo Kongqi Dongli Yanjiu yu Fazhan Zhongxin
10008152,,Kongzhi Lilun Yu Yinyong/Control Theory and Applications,Active,,Journal,,,,,,South China University of Technology
10010920,,Kongzhi yu Juece/Control and Decision,Active,,Journal,,,,,,Northeast University
13378740,,Konstantinove Listy,Active,,Journal,,,,,,Constantine the Philosopher University in Nitra
233609,16512294,Konsthistorisk Tidskrift,Active,,Journal,,,,,,Taylor and Francis Ltd.
7205953,,Konstruktion,Active,,Journal,Formerly known as,Konstr Masch Appar Geraetebau,,,,VDI Fachmedien GmBbH & Co.
12124117,18047122,Kontakt,Active,,Journal,,,,,,University of South Bohemia
12306142,,Konteksty,Active,,Journal,,,,,,Polska Akademia Nauk
16087046,,Koomesh,Active,,Journal,,,,,,Semnan University of Medical Sciences
1226119X,,Korea Australia Rheology Journal,Active,,Journal,,,,,,The Korean Society of Rheology
233900,,Korea Journal,Active,,Journal,,,,,,The Academy of Korean Studies
233919,,Korea Observer,Active,,Journal,,,,,,Institute of Korean Studies
12293288,25087193,Korean Accounting Review,Active,,Journal,,,,,,Korean Accounting Association
0304128X,22339558,Korean Chemical Engineering Research,Active,,Journal,,,,,,The Korean Institute of Chemical Engineers
17385520,17385555,Korean Circulation Journal,Active,,Journal,,,,,,Korean Society of Cardiology
2543737,,Korean Economic Review,Active,,Journal,,,,,,The Korean Economic Association
12254886,2288338X,Korean Journal of Adult Nursing,Active,,Journal,,,,,,Korean Society of Adult Nursing
20056419,20057563,Korean Journal of Anesthesiology,Active,,Journal,,,,,,Korean Society of Anesthesiologists
12252565,27339815,Korean Journal of Art History,Active,,Journal,,,,,,Art History Association of Korea
2561115,19757220,Korean Journal of Chemical Engineering,Active,,Journal,,,,,,Springer
10163271,19414641,Korean Journal of Defense Analysis,Active,,Journal,,,,,,Korea Institute for Defense Analyses
4944739,,Korean Journal of Dermatology,Active,,Journal,,,,,,Korean Dermatological Association
15981398,25867474,Korean Journal of English Language and Linguistics,Active,,Journal,,,,,,The Korean Association for the Study of English Language and Linguistics
12253537,22334173,Korean Journal of Environmental Agriculture,Active,,Journal,,,,,,The Korean Society of Environmental Agriculture
20056443,20926715,Korean Journal of Family Medicine,Active,,Journal,,,,,,Korean Academy of Family Medicine
20058187,27135543,Korean Journal of Financial Studies,Active,,Journal,,,,,,Korean Securities Association
17387248,22877428,Korean Journal of Food Preservation,Active,,Journal,,,,,,Korean Society of Food Preservation
3676293,,Korean Journal of Food Science and Technology,Active,,Journal,,,,,,Tong Kwahak Hoe
12263303,20056648,Korean Journal of Internal Medicine,Active,,Journal,,,,,,Korean Association of Internal Medicine
12250562,,Korean Journal of Materials Research,Active,,Journal,,,,,,Korea Federation of Science and Technology
2005727X,20057288,Korean Journal of Medical Education,Active,,Journal,,,,,,Korean Society of Medical Education
1225505X,20935609,Korean Journal of Medical History,Active,,Journal,,,,,,Korean Society for the History of Medicine
12259306,22880186,Korean Journal of Medicinal Crop Science,Active,,Journal,,,,,,Korean Society of Medicinal Crop Science
