PrintISSN,EISSN,Title,Title History Indication,Related Title,Publisher Imprint,Publisher
13850180,22150064,Archimedes,,,Springer Nature,Springer Nature
21945020,,"Archiv fur Diplomatik, Schriftgeschichte, Siegel- und Wappenkunde",,,Walter de Gruyter GmbH,Walter de Gruyter
39233,,Archiv für Kultur-geschichte,,,Böhlau Verlag GmbH and CIE,Böhlau Verlag GmbH and CIE
18690963,23670622,Archiv für Molluskenkunde,,,Senckenbergische Naturforschende Gesellschaft,Senckenbergische Naturforschende Gesellschaft
14363038,18688888,Archiv für Religionsgeschichte,,,Walter de Gruyter GmbH,Walter de Gruyter
666513,,Archiv fur Volkerkunde,,,W. Braumuller,W. Braumuller
11240059,2037688X,Archivio di Storia della Cultura,,,Liguori Editore srl,Liguori Editore srl
11286768,18243789,Archivio Italiano per la Storia della Pieta,,,Edizioni di Storia e Letteratura,Edizioni di Storia e Letteratura
19890508,2103230,Archivo de Prehistoria Levantina,,,Museo de Prehistoria de Valencia,Museo de Prehistoria de Valencia
40665,,Archivum Franciscanum Historicum,,,Collegio San Bonaventura,Collegio San Bonaventura
666785,,Archivum Historiae Pontificae,,,Pontificia Universitas Gregoriana,Pontificia Universitas Gregoriana
18776884,,Argumentation in Context,,,John Benjamins Publishing Company,John Benjamins Publishing Company
15667650,22151907,Argumentation Library,,,Springer Nature,Springer Nature
18711405,,Aries Book Series,,,Brill,Brill
,9274103,Aristoteles Semitico-Latinus,,,Brill,Brill
43958,,Arts Asiatiques,,,A. Maisonneuve,A. Maisonneuve
23648252,23648260,Asia in Transition,,,John Wiley and Sons Inc.,Wiley-Blackwell
10936106,,Asian Journal of Mathematics,,,"International Press of Boston, Inc.","International Press of Boston, Inc."
18711294,,Assessment and Treatment of Child Psychopathology and Developmental Disabilities,,,Elsevier Ltd,Elsevier
1383813X,18798071,Assistive Technology Research Series,,,IOS Press,IOS Press
23645733,23645741,Association for Women in Mathematics Series,,,Springer Nature Switzerland AG,Springer Nature
3031179,,Asterisque,,,Societe Mathematique de France,Societe Mathematique de France
7928424,,Atiqot,,,Israel Antiquities Authority,Israel Antiquities Authority
15700542,,Atlantic World,,,Brill,Brill
10470387,,Attention and Performance,,,Oxford University Press,Oxford University Press
10199500,,"Atti della Pontificia Accademia Romana di Archeologia: Serie III, Rendiconti",,,Pontificia Accademia Romana di Archeologia,Pontificia Accademia Romana di Archeologia
15755045,20149107,Aurora,,,Edicions Universitat de Barcelona,Edicions Universitat de Barcelona
672378,,Austrian History Yearbook,,,Cambridge University Press,Cambridge University Press
13507532,22224262,Austrian Studies,,,Modern Humanities Research Association,Modern Humanities Research Association
13876783,,AZimuth,,,Elsevier B.V.,Elsevier
18776272,,Balkan Studies Library,,,Brill,Brill
25248715,25248723,Balkan Yearbook of European and International Law,,,Springer Nature,Springer Nature
18750664,,Basic Texts of Islamic Mysticism,,,Brill Academic Publishers,Brill
26293714,26293722,Batten-Corbet-Lucey Handbooks in Alternative Investments,,,Walter de Gruyter GmbH,Walter de Gruyter
9297316,,Benjamins Translation Library,,,John Benjamins Publishing Company,John Benjamins Publishing Company
26345811,2634582X,Bernard Shaw and His Contemporaries,,,Springer Nature Switzerland AG,Springer Nature
15421295,,Bible in Ancient Christianity,,,Brill,Brill
9280731,,Biblical Interpretation Series,,,Brill,Brill
678147,,Bibliotheca Psychiatrica,Formerly known as,Bibliotheca psychiatrica et neurologica,S. Karger AG,Karger
18672086,18672094,Bioanalytical Reviews,,,Springer Verlag,Springer Nature
25676776,25676814,Bioarchaeology and Social Theory,,,Springer Nature Switzerland AG,Springer Nature
18730140,,Biochemistry and Molecular Biology of Fishes,,,Elsevier B.V.,Elsevier
18771823,,Biology of Growing Animals,,,Elsevier B.V.,Elsevier
9296743,,Biomedical and Health Research,,,IOS Press,IOS Press
18745326,,Biomedical Research Reports,,,Academic Press,Elsevier
18745342,,Biomembranes: A Multi-Volume Treatise,,,JAI Press,Elsevier
21953562,21953570,Biosystems and Biorobotics,,,Springer International Publishing AG,Springer Nature
13872656,,Biotechnology Annual Review,,,Elsevier B.V.,Elsevier
0934943X,,Biotechnology in Agriculture and Forestry,,,Springer International Publishing AG,Springer Nature
25043811,25043838,Birkhauser Advances in Infectious Diseases,,,Springer International Publishing AG,Springer Nature
323802,,Biuletyn Polskiego Towarzystwa Jezykoznawczego,,,Polish Linguistic Society,Polish Linguistic Society
1877184X,,Blue Books of Neurology,Formerly known as,Blue Books of Practical Neurology,Elsevier B.V.,Elsevier
18773419,,Blue Books of Practical Neurology,Continued as,Blue Books of Neurology,Elsevier B.V.,Elsevier
20391471,2039148X,Bocconi and Springer Series,,,Springer International Publishing AG,Springer Nature
3732975,,Boissiera,,,Universite de Geneve,Universite de Geneve
12174696,,Bolyai Society Mathematical Studies,,,Springer Berlin,Springer Nature
0302671X,,Bonner Zoologische Monographien,Incorporated in,Bonn Zoological Bulletin,Zoologisches Forschungsinstitut und Museum Alexander Koenig,Zoologisches Forschungsinstitut und Museum Alexander Koenig
23528206,23528214,"Boston Studies in Philosophy, Religion and Public Life",,,Springer Science and Business Media B.V.,Springer Nature
680346,22147942,Boston Studies in the Philosophy and History of Science,,,Springer Science and Business Media B.V.,Springer Nature
22145281,2214529X,Boundaries of Religious Freedom: Regulating Religion in Diverse Societies,,,Springer Science and Business Media B.V.,Springer Nature
20421443,,Bridging Tourism Theory and Practice,,,Emerald Group Publishing Ltd.,Emerald Publishing
18725481,,Brill Classics in Islam,,,Brill Academic Publishers,Brill
18746691,,Brill Handbooks on Contemporary Religion,,,Brill,Brill
18762557,,Brill Studies in Greek and Roman Epigraphy,,,Brill Academic Publishers,Brill
15715183,,Brill Studies in Middle Eastern Literatures,,,Brill Academic Publishers,Brill
18712894,,Brill's Arab and Islamic Laws Series,,,Brill Academic Publishers,Brill
22127410,,Brill's Companions to European History,,,Brill,Brill
18716377,,Brill's Companions to the Christian Tradition,,,Brill,Brill
1879629X,,Brill's Handbooks in Linguistics,,,Brill,Brill
18748023,,Brill's Humanities in China Library,,,Brill Academic Publishers,Brill
9252916,,Brill's Indological Library,,,Brill,Brill
15667162,,Brill's Inner Asian Library,,,Brill,Brill
9256512,,Brill's Japanese Studies Library,,,Brill,Brill
18767079,,Brill's Korean Studies Library,,,Brill Academic Publishers,Brill
15724107,,Brill's Series in Church History,,,Brill,Brill
9262261,,Brill's Series in Jewish Studies,,,Brill,Brill
18766595,,Brill's Series in the History of the Environment,,,Brill Academic Publishers,Brill
22121730,,Brill's Series on Modern East Asia in a Global Historical Perspective,,,Brill,Brill
18784879,,Brill's Series on the Early Middle Ages,,,Brill,Brill
18756328,,Brill's Studies in Indo-European Languages and Linguistics,,,Brill Academic Publishers,Brill
9208607,,Brill's Studies in Intellectual History,,,Brill,Brill
18795420,,"Brill's Studies in Language, Cognition and Culture",,,Brill,Brill
18774083,,Brill's Studies in South and Southwest Asian Languages,,,Brill,Brill
18765580,,Brill's Studies in the Indigenous Languages of the Americas,,,Brill,Brill
,18789048,"Brill's Studies on Art, Art History, and Intellectual History",,,Brill Academic Publishers,Brill
,15686183,Brill's Tibetan Studies Library,,,Brill,Brill
2750287,,British Mycological Society Symposia Series,,,Academic Press,Elsevier
15287084,,Brookings-Wharton Papers on Urban Affairs,,,Brookings Institution Press,Brookings Institution Press
,22402829,Bruno Pini Mathematical Analysis Seminar,,,"University of Bologna, Department of Mathematics","University of Bologna, Department of Mathematics"
684015,,Bulletin d'Archeologie Marocaine,,,Ministere des Affaires Culturelles,Ministere des Affaires Culturelles
9948090,,Bulletin du Cange - Archivum Latinitatis Medii Aevi,,,Librairie Droz SA,Librairie Droz SA
30090,19373546,Bulletin of the American Museum of Natural History,,,American Museum of Natural History,American Museum of Natural History
11417161,,Cahiers des Ameriques Latines,,,Institut des Hautes Etudes de l'Amerique Latine (IHEAL),Institut des Hautes Etudes de l'Amerique Latine (IHEAL)
1662372X,,Cahiers d'Ethnomusicologie,,,Ateliers d'ethnomusicologie,Ateliers d'ethnomusicologie
15655512,,Cahiers d'Etudes Levinassiennes,,,Institut d'Etudes Levinasienne,Institut d'Etudes Levinasienne
21969906,21969914,Cancer Drug Discovery and Development,,,Springer New York,Springer Nature
15682102,,Cancer Metastasis - Biology and Treatment,,,Springer Verlag,Springer Nature
15749576,,Capturing Intelligence,,,Elsevier B.V.,Elsevier
2041353X,14651963,Carbohydrate Chemistry,,,Royal Society of Chemistry,Royal Society of Chemistry
21913005,21913013,Carbon Nanostructures,,,Springer International Publishing AG,Springer Nature
25097830,25097849,Cardiac and Vascular Biology,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
18724531,,Case-Law of the WTO,,,Brill,Brill
1400568,,Catalysis,,,Royal Society of Chemistry,Royal Society of Chemistry
17931398,23994495,Catalytic Science Series,,,World Scientific Publishing Co. Pte Ltd,World Scientific
15726401,,CEDLA Latin America Studies,,,Brill,Brill
15681254,,Cell and Molecular Response to Stress,,,Elsevier B.V.,Elsevier
18727158,,Center for Oceans Law and Policy,,,Brill,Brill
18778550,,Central and Eastern Europe,,,Brill Academic Publishers,Brill
10421122,,Ceramic Transactions,,,Wiley-Blackwell,Wiley-Blackwell
25424491,25424483,Challenges and Advances in Computational Chemistry and Physics,,,Springer Nature Switzerland AG,Springer Nature
29463416,29463424,Challenges to Democracy in the 21st Century,,,Palgrave Macmillan Ltd.,Springer Nature
5775752,,Chateau Gaillard,,,"Universite de Caen, Centre de Recherches Archeologiques et Historiques Medievales","Universite de Caen, Centre de Recherches Archeologiques et Historiques Medievales"
1874558X,,"Cheese: Chemistry, Physics and Microbiology",,,Elsevier B.V.,Elsevier
92223,,Chemia Analityczna,,,Polskie Towarzystwo Chemiczne,Polskie Towarzystwo Chemiczne
692883,,Chemical Analysis,,,Interscience Publishers Inc.,Interscience Publishers Inc.
5848555,,Chemical Modelling,,,Royal Society of Chemistry,Royal Society of Chemistry
15710785,,Chemical Physics of Solid Surfaces,,,Elsevier B.V.,Elsevier
693138,,Chemistry and Physics of Carbon,,,Marcel Dekker Inc.,Taylor & Francis
22119701,2211971X,Child Maltreatment: Contemporary Issues in Research and Policy,,,Springer Nature,Springer Nature
25233408,25233416,Children: Global Posthumanist Perspectives and Materialist Theories,,,Springer Nature,Springer Nature
22129006,,"Children's Literature, Culture, and Cognition",,,John Benjamins Publishing Company,John Benjamins Publishing Company
15701344,,China Studies,,,Brill,Brill
24681288,26918749,Chinese (Taiwan) Yearbook of International Law and Affairs,,,Brill Academic Publishers,Brill
18727220,,Chinese Academy of Social Sciences Yearbooks: Economy,,,Brill,Brill
18765106,,Chinese Academy of Social Sciences Yearbooks: Educational Development,,,Brill,Brill
18727212,,Chinese Academy of Social Sciences Yearbooks: Environment,,,Brill,Brill
18727190,,Chinese Academy of Social Sciences Yearbooks: Legal Development,,,Brill,Brill
1875936X,,Chinese Academy of Social Sciences Yearbooks: Population and Labor,,,Technical University of Denmark,Technical University of Denmark
18727239,,Chinese Academy of Social Sciences Yearbooks: Society,,,Brill,Brill
22134875,,Chinese and Comparative Law Series,,,Brill,Brill
25201719,25201727,Chinese Language Learning Sciences,,,Springer,Springer Nature
18763847,,Chinese Overseas,,,Brill,Brill
693715,,Chiron,,,Walter de Gruyter GmbH,Walter de Gruyter
26345838,26345846,Christianities in the Trans-Atlantic World,,,Palgrave Macmillan Ltd.,Springer Nature
26345854,26345862,Christianity and Renewal - Interdisciplinary Studies,,,Palgrave Macmillan Ltd.,Springer Nature
27307875,27307883,Christianity in Modern China,,,Springer Nature,Springer Nature
22125523,,Christians and Jews in Muslim Societies,,,Brill Academic Publishers,Brill
17265886,,CIESM Workshop Monographs,,,Commission internationale pour l'exploration scientifique de la mer Mediterranee,Commission internationale pour l'exploration scientifique de la mer Mediterranee
12674397,,Cinemas d'Amerique Latine,,,Presses Universitaires du Mirail,Presses Universitaires du Mirail
1065815,16049411,Classica et Mediaevalia,,,Museum Tusculanum Press,Museum Tusculanum Press
15689999,,Clavis Commentariorum Antiquitatis et Medii Aevi,,,Brill Academic Publishers,Brill
16102002,16102010,Climate Change Management,,,Springer Nature Switzerland AG,Springer Nature
1521740X,,CMS Workshop Lectures,,,,
22110577,22110585,Coastal Research Library,,,Springer Nature Switzerland AG,Springer Nature
1876830X,,Code Annote de la Cour Penale Internationale,,,Brill Academic Publishers,Brill
21953988,21953996,Cognitive Science and Technology,,,Springer International Publishing AG,Springer Nature
18674925,,Cognitive Systems Monographs,,,Springer Science + Business Media,Springer Nature
16112482,,Cognitive Technologies,,,Springer Verlag,Springer Nature
18754678,,Collected Courses of the Xiamen Academy of International Law,,,Brill Academic Publishers,Brill
13323431,18489613,Colloquia Maruliana,,,Knjizevni krug Split,Knjizevni krug Split
,1661302,Columbia Studies in the Classical Tradition,,,Brill,Brill
18748236,,Commentaria,,,Brill,Brill
15748626,,Commentary on the United Nations Convention on the Rights of the Child,,,Brill,Brill
23664665,23664673,"Communication, Culture and Change in Asia",,,Springer Science and Business Media B.V.,Springer Nature
1785354,21977119,Communications and Control Engineering,,,Springer International Publishing AG,Springer Nature
18650929,,Communications in Computer and Information Science,,,Springer Verlag,Springer Nature
20407262,,"Community, Environment and Disaster Risk Management",,,Emerald Group Publishing Ltd.,Emerald Publishing
1956310,,Comparative Social Research,,,Emerald Group Publishing Ltd.,Emerald Publishing
18774970,,Compendia Rerum Iudaicarum ad Novum Testamentum,,,Brill Academic Publishers,Brill
25244183,25244191,Competitive Government: Public Private Partnerships,,,Springer Nature,Springer Nature
9270108,,Composite Materials Series,,,Elsevier B.V.,Elsevier
0166526X,,Comprehensive Analytical Chemistry,,,Elsevier B.V.,Elsevier
698032,,Comprehensive Biochemistry,,,Elsevier B.V.,Elsevier
698040,,Comprehensive Chemical Kinetics,,,Elsevier B.V.,Elsevier
20419716,20419724,Comprehensive Series in Photochemical and Photobiological Sciences,,,Royal Society of Chemistry,Royal Society of Chemistry
1568461X,,Comprehensive Series in Photosciences,,,Elsevier B.V.,Elsevier
14667266,,Computational and Experimental Methods,,,WIT Press,WIT Press
20449283,,Computational and Experimental Methods in Structures,,,World Scientific Publishing Co. Pte Ltd,World Scientific
18713033,,Computational Methods in Applied Sciences,,,Springer Netherlands,Springer Nature
18680305,18680313,Computational Music Science,,,Springer Nature,Springer Nature
15707946,,Computer Aided Chemical Engineering,,,Elsevier B.V.,Elsevier
1874561X,,Computer Methods in the Geosciences,,,Elsevier B.V.,Elsevier
22102884,,Conceptual History and Chinese Linguistics,,,Brill,Brill
18714110,,Constitutional Law Library,,,Brill,Brill
1573594X,,Constructional Approaches to Language,,,John Benjamins Publishing Company,John Benjamins Publishing Company
26345463,26345471,Contemporary City,,,Springer Nature,Springer Nature
2627535X,26275341,Contemporary Clinical Neuroscience,,,Springer Nature Switzerland AG,Springer Nature
